Rank,Principal,Points,Cloth,Wood,Glass,Metal,Circuit,Dfinity
118,5m5c6-xfd6m-ujfkp-vmcom-abo7a-uvjyb-kwisi-uqcbm-lmpub-3btxa-nqe,0,0,0,0,0,0,0
118,3d6no-xdhzt-ubrmy-fljxf-ao4xe-w4k33-hubag-ek2ik-5wzvc-rawlb-7ae,0,1,0,0,0,0,0
118,zwbfo-xdhqb-rapzl-mddw4-lxlor-64y3r-txuj5-ebrsv-y7kxq-5kuch-dqe,0,0,0,0,0,0,0
118,pvfd6-xhm7q-lvpry-vezfu-ldemw-biasj-5oj6a-y2var-gq3of-jmt46-pqe,0,0,0,0,0,0,0
118,j25ab-xgx5y-qxhox-32ran-pfybi-ollj4-fzg2a-hwt2l-eqdet-doi6w-3ae,0,0,0,0,0,0,0
118,hdsob-xaylk-jsdaa-lcnvt-3mqmz-74xul-3egai-dm3um-f7qm6-4cjep-uae,0,1,0,0,0,0,0
118,iebez-xdul5-2miht-5m62k-rj4j7-s5zvd-332mu-h7yv5-xlivb-ujzyk-5ae,0,0,0,0,0,0,0
118,jsdhr-xh5kt-25mqt-nm62b-4qbct-em6e5-enlob-tu2fk-yw3ux-2ctaw-gqe,0,0,0,0,0,0,0
118,tbmvr-xbk5n-av562-3tdat-ie2va-wk3ea-f3mie-z3ucu-i2h3o-6iaja-gqe,0,0,0,0,0,0,0
118,s5sdz-xexjd-pc6qb-ey3ev-22riw-vjdzh-dj5l6-5a7eo-5rrel-efj3d-3qe,0,0,0,0,0,0,0
118,u3phz-xfpea-5gwkj-f3zvm-3hghh-wxmkw-v24r7-53gnu-wfqno-cnuov-3ae,0,2,0,0,0,0,0
118,invan-xe6ea-5lbdq-gbnrb-oa7an-al63w-f7pay-ou6sf-mbrzx-yqawh-gae,0,1,0,0,0,0,0
118,7hccv-xfmnw-ouvjj-36hfd-44wee-74vgw-sdiqa-6pzso-5mitq-7fsus-qae,0,0,0,0,0,0,0
118,xrf6v-xhbmv-buaga-eqmgl-qpbtf-huyvg-c3oez-zgq4j-rzxdm-vjo3m-mae,0,0,0,0,0,0,0
118,ut2t5-xe47f-uodv5-gf6a6-s6t2w-vsbjj-btacm-kjrxk-dw3xo-m25oy-uqe,0,1,0,0,0,0,0
118,k6rid-xam4p-gyasr-yoyf6-fjrjh-g6tly-6ljmy-au6jg-dvvb2-z5o4w-yae,0,0,0,0,0,0,0
118,smngd-xcfhf-sda6o-vx3d7-zboyr-nggte-zimuu-gibic-bck2d-yqimv-oae,0,2,0,0,0,0,0
118,lf3o3-xcbxs-5zd4p-kvw2e-tzc2k-t5phv-n5sm4-sswao-atugy-5ehgi-yae,0,0,0,0,0,0,0
118,rd65d-xhijb-xplwv-oqvlt-udsho-it7yj-lqc75-dwite-n6dkr-pupbf-5ae,0,0,0,0,0,0,0
118,ut23t-xfpsa-wnrl5-rhjve-q4ksl-gffmw-hamuc-7ra23-6cvau-lgtaf-7ae,0,1,0,0,0,0,0
118,rcdht-xa2nt-dmdia-flv6f-yyr5f-lgeku-gghdf-bds3m-tqmdp-xk7ni-pae,0,1,0,0,0,0,0
118,qgbt3-xct3u-oihx2-k3cgu-eccvx-wy4gx-roq27-5hnp5-rmed6-sbqqz-tqe,0,1,0,0,0,0,0
118,dysap-xgokx-u2iha-ez2yd-uasiw-dw5xp-k2pn3-ni6zj-smwwf-qk4ht-rqe,0,0,0,0,0,0,0
118,6w5ix-xf5v2-euxux-7s74b-vlygp-7m6s3-653iq-5u2df-v6rt7-alpvr-bqe,0,0,0,0,0,0,0
118,sqoxx-xhkkd-kky3r-lwokc-paqm5-yivyp-4ie3c-36d5c-qugts-66bdw-uae,0,1,0,0,0,0,0
118,62dg4-pcvwb-o6jo4-v7cwh-rbgdq-ues3c-av7kd-yky2n-bi6wh-oz2q2-dae,0,0,0,0,0,0,0
118,vpwbq-pcjb4-5rdbm-7mnzx-n3nbx-2gtox-pzft3-ci7mh-anyd3-hgxki-hae,0,1,0,0,0,0,0
118,xm7xu-phrfj-vcs4r-ivpxf-k3wk5-cw6wl-uzqin-26v6u-a3umz-amu3k-mqe,0,2,0,0,0,0,0
118,hltb4-pds3p-qyuue-lmhcm-eruac-eyhii-ebdo6-krzd4-jkqhv-7m2cj-zqe,0,0,0,0,0,0,0
118,glvsk-pb7sq-kewbe-lrwdu-3355j-zznuh-bhurv-3vyrv-bxg7t-fb63k-xae,0,3,0,0,0,0,0
118,rk2yk-pcql2-esigt-7xs4b-tnv7s-kajiy-byivf-6fkro-tcvve-4mcdf-jae,0,0,0,0,0,0,0
118,mm3ss-pa77w-en6wn-lml43-az36m-b7dxv-b3mex-boxyc-r7fiy-sjr7b-hqe,0,0,0,0,0,0,0
118,venvc-pbsd4-4ti6q-p5bnv-ogxz6-yzvz3-kczqe-qcbuy-a5l5w-7pdlb-vae,0,0,0,0,0,0,0
118,qc7xs-pbdpt-ssti4-5rktd-6txkc-pkrbz-i5drx-eztfd-v4sjx-cf4rr-aqe,0,1,0,0,0,0,0
118,dumgg-pen7d-tkmex-lalsd-lwm64-dsahy-4mhz5-hdxho-xpj5b-w4wbx-pae,0,1,0,0,0,0,0
118,xcpmo-pbcj2-pii2r-3hkuk-7useo-s7sve-5zmbn-3kuex-hqgqk-7pbsv-oqe,0,0,0,0,0,0,0
118,hx2io-pc5fc-5d2eo-ky5hz-nifrn-azy7i-sybbc-wjcfl-q5nuy-pfpqy-lqe,0,0,0,0,0,0,0
118,24q4o-pdrmq-7q5m7-iy75q-pmik6-ledmo-tufg6-fache-w7t2d-shvdn-nqe,0,0,0,0,0,0,0
118,o24i6-pfocy-4f363-67of4-ud3f6-qpf6b-a62l3-hg6p4-oqvgb-gdmr2-eae,0,1,0,0,0,0,0
118,33vtg-pbkav-qmcvo-obajq-adm4z-humpf-bnq5d-byewd-dckzq-67sy6-iae,0,0,0,0,0,0,0
118,ikixo-pffbf-fu3oy-fk3su-64k4s-ihih7-tvzu7-ctuxo-xwlnq-h3gzu-dqe,0,0,0,0,0,0,0
118,ydbxw-pbx6g-xwfcn-wptp2-qmfyn-w5mmr-kpcax-utbe2-4gg4q-ghglg-xae,0,0,0,0,0,0,0
118,qc52r-pdgkr-5lnhh-vmtgd-gvuva-uu54w-tgv6d-4hq5w-udcww-77bhp-rae,0,1,0,0,0,0,0
118,2i4rb-ph7xi-ypnms-afv75-n6hvq-6nbje-5senx-5gulz-qtqwf-lszux-dae,0,0,0,0,0,0,0
118,ixctb-pa2nr-qakap-6rvev-3bcfw-oglg3-okdbu-maccb-6bl4v-b4em5-nqe,0,0,0,0,0,0,0
118,5v23r-pbwzz-a4cnm-xge2p-v77ci-rgd47-kmje3-kmze2-mwghl-4ynel-fae,0,0,0,0,0,0,0
118,v6bzr-pcm3o-xc44k-wuvkg-zjylv-sjrwo-i6vl7-3hpwq-f6qpb-mt5kq-4qe,0,0,0,0,0,0,0
118,2vl3r-pc5kf-472vj-jtxt2-yrrzo-vttgk-l44ge-gdxlq-nnkea-ctc2j-cqe,0,0,0,0,0,0,0
118,kzegj-phlg2-6o7tv-c4svw-zc6nc-x2tu4-kyccl-lwebs-bf3o6-uer4v-5qe,0,1,0,0,0,0,0
118,yuywz-pbr4l-rgn5n-lyvpw-xkvlb-t4ep2-trurs-lsonr-5f3bb-o6t5j-zae,0,2,0,0,0,0,0
118,oclqz-pf45w-o7yly-dbr2r-4vlig-6qv5z-otiuu-vabvd-vd6bs-kh3mo-aqe,0,0,0,0,0,0,0
118,qxbdj-pexrl-6lzyh-jet7s-u3rny-wjqfg-m4p72-poqao-tb4hv-pshzt-dae,0,1,0,0,0,0,0
118,nktov-pgxvl-ilfzw-qpumu-2kaee-wrcdi-55ghh-bwgn4-ndqw4-57tgy-xae,0,1,0,0,0,0,0
118,dgma5-pbjr7-ouxmr-4xu4a-xornr-7vqpn-5woig-whduw-ptmg6-gk3ug-7ae,0,1,0,0,0,0,0
118,7cn3f-phh2y-beixa-ekirw-2u4eo-pd5ha-enimz-jfw5s-n7xpa-ce522-oae,0,0,0,0,0,0,0
118,cpobn-pgxmu-blz4c-jcdhe-fms2o-tbdld-5bive-4tykv-clovj-sxlel-3ae,0,2,0,0,0,0,0
118,kbjpv-pefcs-rf652-g4uhq-mlm3b-bjct7-v5ffj-le4df-4476i-e5yei-nae,0,1,0,0,0,0,0
118,ainf5-pheuz-47gms-hoi23-zwqrc-v4yk6-moeir-mxphp-sjhwl-fp3zj-lqe,0,2,0,0,0,0,0
118,w532f-pfhnb-ih7jv-flxxg-zjckj-zsl46-jqxbm-ssiwd-hugcs-6p3co-qae,0,0,0,0,0,0,0
118,gmpa7-pdki2-7r73u-7be7y-5homq-yolgx-vtx7n-cobbw-wayqf-rtu2c-cqe,0,1,0,0,0,0,0
118,ko5bh-pew5t-3jzai-j2neh-vvryo-drqza-gxyio-ptlby-vaj62-mz4qg-uqe,0,0,0,0,0,0,0
118,rqlvp-pchca-4ojmy-yctl6-do6gv-rlswl-4blci-ugsas-maevs-7wlpf-mqe,0,0,0,0,0,0,0
118,4up3p-pee46-xxzai-iti35-7z6qd-nicmq-a2h3c-26od2-3xkol-ll6dm-kqe,0,0,0,0,0,0,0
118,d4yd3-paw2a-p4tue-556go-4inw7-ud47m-e4b2f-4ohc5-nde3g-xf4zb-nqe,0,0,0,0,0,0,0
118,yb6ia-7gmau-a5vml-7ekw7-qpdtx-xg3bn-ncxys-lvg4q-vo7an-ilxnr-tqe,0,0,0,0,0,0,0
118,pexta-7dfak-jniir-qd5an-mgmhh-e6tzz-o4amt-rdsm6-kz3ns-j6d7d-hae,0,0,0,0,0,0,0
118,ujh5a-7hywh-u7okf-eq7yj-627nd-wen6h-itxee-7guqx-cdomy-wpmdi-pqe,0,0,0,0,0,0,0
118,qzkmi-7h5no-546gh-44vot-ranxs-bmuf4-yfsni-ddldj-kl4qn-cpdhs-oqe,0,0,0,0,0,0,0
118,waqiy-7hzkw-qmehy-swhew-yoaqf-qz3an-oo5xt-pbpub-gumbv-2pom7-oqe,0,0,0,0,0,0,0
118,jb5sy-7hzgh-ty5dy-dunot-gt3zo-ix4vh-ryxux-fldhp-3egep-rbb56-eqe,0,2,0,0,0,0,0
118,wsxsy-7bi2t-uk54m-gcrtp-jp6e5-kxwyz-fwxdm-oxqvy-xwrs6-olts5-3ae,0,0,0,0,0,0,0
118,seqni-7h6a5-4yg75-dgjdi-csqip-zlprw-qrknm-33rig-gig7w-u5rfh-aae,0,0,0,0,0,0,0
118,htczy-7deyt-2v233-6pqzb-wvubj-2fklb-imijh-2mawh-ng7a6-e5kj3-cqe,0,0,0,0,0,0,0
118,t7afy-7f27p-hxisa-gqlhe-tf4mp-3mctn-gzh7d-n56je-jtfzu-y543p-5qe,0,1,0,0,0,0,0
118,u67ry-7ehsq-5wgc7-rtaui-waamu-zsew3-ai3ty-6tdac-aes5l-bhyv7-rae,0,0,0,0,0,0,0
118,3wssm-7fyik-xkynm-qiqbh-slgvu-cevji-cge5v-jtbdj-g3tay-iw5oz-pae,0,1,0,0,0,0,0
118,utjwu-7h6qu-z34gx-sjatf-bh6i6-fpwhs-6ycnt-2pplh-qyiko-aw67t-nae,0,0,0,0,0,0,0
118,wy27e-7evzs-gsjez-olxch-ea2z3-4nxsn-his24-nlq5j-ipcz6-fpvhq-bqe,0,0,0,0,0,0,0
118,azwte-7c27r-szedv-ql4if-cophu-fc6os-tixp3-niglj-efev2-37edz-vae,0,0,0,0,0,0,0
118,z5iy6-7gwnv-rnbfz-qlh6r-chcwq-amzna-avv2j-faxzv-ktdv7-pdzsc-yae,0,0,0,0,0,0,0
118,uvdbg-7gjdg-wcptd-lp6sg-utps5-vgqq2-mdl4z-sv65m-hcqh6-tjeag-eae,0,1,0,0,0,0,0
118,m6ets-7f7mg-fiyem-65v5l-lcnhb-5jsdc-i5odz-xo2s4-63uxh-2lbel-xqe,0,0,0,0,0,0,0
118,cakds-7apns-okmaw-hjod4-olmyh-nnieg-6mg5n-nsokn-2ievs-tve4h-sqe,0,0,0,0,0,0,0
118,ldib6-7e4ce-2yhlm-wfmc4-pjbkj-ctbb2-sgwz2-y6dsw-oqa6t-riag2-4qe,0,0,0,0,0,0,0
118,iovyr-7d7xb-5fdjq-yi4ay-6o442-h4zox-2a6qw-tkpxr-vtnvp-lpxly-cae,0,0,0,0,0,0,0
118,dfymz-7h6gd-tbdie-rjsb2-q4yrj-lkhnq-eacdl-b2zeo-jv7se-yth4f-oae,0,1,0,0,0,0,0
118,5jwpb-7ayc3-osh74-flqir-wf6ma-pmc3x-4uepx-3olls-2cww3-knzny-gae,0,0,0,0,0,0,0
118,kv5pz-7her2-oitp5-zavu4-olhom-ej3vp-arbpn-tmwzo-6rb6b-v7czv-nqe,0,1,0,0,0,0,0
118,y76kn-7bqw2-orqfd-xmqga-crhv6-wyxnt-gwa3n-va6pe-2dmpz-kqksb-kqe,0,0,0,0,0,0,0
118,iw3yv-7c65a-w2bil-pml2v-ozkbn-mlef7-lbbbu-5dmaq-anbtb-p2t7z-yae,0,0,0,0,0,0,0
118,vearf-7apzg-rvsa3-kpgkp-qkfm4-s5ofq-oa2af-nswkv-kvpz5-f373i-7qe,0,0,0,0,0,0,0
118,gzqhf-7etvx-n2qkc-kaeos-xpvlo-knek3-oj65j-pdknt-wj4bl-byycx-4ae,0,0,0,0,0,0,0
118,buelf-7fprw-vuyuv-gsq3i-o3j5i-an4g2-tonga-4u72n-2426p-ftt4c-kae,0,1,0,0,0,0,0
118,2medv-7gmga-nwviv-65upc-ofzkt-ipkrr-z4nvk-qnlxy-txwj7-rvz32-zqe,0,0,0,0,0,0,0
118,hbkud-7cne2-3753s-bl7u4-otv3y-dpa52-nvxwy-la5ki-cpukb-jbdq7-iae,0,0,0,0,0,0,0
118,44w6d-7fh5b-mfadf-4t7v5-oyoge-cdl3w-rvxxt-7inkb-s4f7e-ba6tc-hae,0,0,0,0,0,0,0
118,t36c3-7dnuv-qk4id-t4cvi-lvx6u-nznws-jh6fd-rnba6-mik5y-2zotl-3ae,0,0,0,0,0,0,0
118,t77ld-7bmit-u5lpf-divnz-plvdf-yr763-gcgfe-st6fa-2jwca-3tghr-4ae,0,0,0,0,0,0,0
118,kqe7t-7c5wx-5etfv-kexku-7vklz-ohwp6-kf6we-dkngd-w54lf-aax2b-nqe,0,2,0,0,0,0,0
118,xec6x-7fn7m-5uwjg-fjkba-uqfic-3nciu-2uts7-sao6x-fjmi2-pyy7e-wqe,0,1,0,0,0,0,0
118,we7g7-7haps-xf4ne-bq4oe-ln54h-jfbug-yug6u-v5tps-szonu-kn4zx-gae,0,1,0,0,0,0,0
118,rn5s7-7eni2-gcskn-wf77d-y6vej-ifhmr-cmhnu-g5bmw-4nspp-7qgq2-kqe,0,0,0,0,0,0,0
118,kk3dx-7fnfh-j5ock-ejppy-6c7t5-e5wxm-c77zr-wi6mi-42pcy-5vtal-dqe,0,0,0,0,0,0,0
118,g4z77-7aupz-73ea4-sp6pm-kv6a5-smqw3-kx6zi-fitqw-adup7-hwa6l-pqe,0,1,0,0,0,0,0
118,uaxl7-7babu-zwhe7-cxqxk-gv7qg-ychlb-4j6lw-ocdua-wdf22-elb5c-2ae,0,0,0,0,0,0,0
118,ifdkq-awgzz-e32ux-dh3qi-mefwo-fsiyk-ysozv-2jttd-dnlur-iksgb-6qe,0,0,0,0,0,0,0
118,t6hs4-awwjm-bv6pg-headm-sw24a-ktgkr-tpy5k-jextr-sukbi-ksz5w-oae,0,0,0,0,0,0,0
118,hagpi-aubb6-rehks-duurt-yquae-b4sz3-3exuu-g2lev-umwnu-dxgep-dae,0,0,0,0,0,0,0
118,bkgvm-auwiv-qbvsa-amkr5-xtj5o-zoy3h-wvnrc-oghdv-bu6xp-yh7zh-sqe,0,0,0,0,0,0,0
118,6ip5y-atz5l-bdbea-hzrof-x775b-cvzst-hkbpz-4qo5v-eqpv3-t2wxr-gae,0,0,0,0,0,0,0
118,jf3ry-aqsgq-pp447-eircp-ifzeh-4z36u-2hfip-gsnnr-fhuel-arwpv-bqe,0,1,0,0,0,0,0
118,2qib4-aumes-zm7b5-zyrsf-2cvk3-blrww-lpfzc-s7alt-4ukkf-ofmuq-tqe,0,0,0,0,0,0,0
118,hzny2-axaka-k2to3-ppuze-lkkmh-4x7uh-mlph6-xcce6-tel4f-olnb2-fae,0,0,0,0,0,0,0
118,zjfrc-aqer5-hdqxh-ge24q-qwqyn-3llhh-yseqo-mw3ii-gdl6i-t4kd6-lqe,0,1,0,0,0,0,0
118,iy4bk-aqk2h-il2fc-iomgz-b65ms-toavk-dymb5-llk3k-gprzr-acczz-xqe,0,0,0,0,0,0,0
118,omrpk-ark4n-j5f2t-7w6up-eb6ob-qr7uc-jhbav-ak5bv-mjcgr-rdpif-cqe,0,0,0,0,0,0,0
118,7hbr2-aqrzu-v5vfk-57x4l-fg2gw-3rmvi-kkuqd-vv7um-5bnog-gejc5-gae,0,0,0,0,0,0,0
118,vb4gg-aqvba-hc3hk-tlax7-ty56q-aiawm-5qqy7-2vxjf-to23o-h73el-jae,0,1,0,0,0,0,0
118,el74w-axhf4-uhkz2-q4qme-ndnmp-d3yv4-ere2z-g7omq-pbv7x-uhaqr-hae,0,1,0,0,0,0,0
118,lfezg-auqzx-yfawq-czayl-gbud6-ldate-khk3k-b7ecb-olqzc-vk2as-lqe,0,0,0,0,0,0,0
118,l6ivw-at2ii-4natu-hpuyt-umec3-gbo6z-phlx5-zlgya-btn37-2b77j-oqe,0,0,0,0,0,0,0
118,mhyrw-axann-nigsj-2du3g-zhs42-kmnxa-t6eiv-dcdc4-ma2hb-igr56-lae,0,1,0,0,0,0,0
118,6k44o-asxj7-zbckb-q4ha6-urgrz-y54sc-6tqcg-533m7-c7agp-oyylh-dqe,0,1,0,0,0,0,0
118,fabgo-av5tj-hzpis-mrxqd-g5b5k-oygim-g4q5i-hu5ao-gfi5j-ywsho-4qe,0,0,0,0,0,0,0
118,2gaq6-at7qs-dos33-nxgso-ther4-tcbkc-wbcrp-ko4zn-33vo2-5b3ue-cqe,0,1,0,0,0,0,0
118,7bkro-aqlmm-cjavp-s5gad-ly32b-d2fif-k3igy-dmkvy-uucnp-jbwsc-vqe,0,0,0,0,0,0,0
118,eatr6-avmw6-bcl4e-ouspz-wjfhs-pqgpd-hahnu-acdfk-akio5-j42on-2qe,0,0,0,0,0,0,0
118,lyht6-awiw7-7djrl-bkiru-mx2hs-j6irs-v6ecw-rg43i-feqsw-diwdl-7ae,0,0,0,0,0,0,0
118,7mcmn-avw5t-khvaj-5xy3g-vdg6c-igskq-z2wnm-um23k-z6j34-rzd5f-qae,0,0,0,0,0,0,0
118,6ztwr-atnkv-f2ach-gl7zs-wve2x-tqcbq-kxp6k-fhoxy-73c77-nm6ue-lae,0,0,0,0,0,0,0
118,ehjs5-arpge-guazq-635cj-qdlmf-uos7y-xubmg-2a2or-4s7fv-bapv5-5qe,0,0,0,0,0,0,0
118,gfm5f-aq76v-mtz32-xpmey-bzgpr-jq66d-zamof-fn542-ptmse-cbwot-xae,0,0,0,0,0,0,0
118,thcln-atfdx-fo43s-q273v-q2tzu-ihuwl-4lxh4-n34rq-bw7uk-ss3fz-dae,0,0,0,0,0,0,0
118,54krn-aqem4-l2nuu-fpp2j-5zrkl-rpr5q-zh3fs-sl5eq-h7do2-a3mhq-nqe,0,0,0,0,0,0,0
118,w7wad-asmwb-rtphl-cgpvy-4atxg-llkla-yjf7s-o4mde-l5vl3-pgpfi-zqe,0,0,0,0,0,0,0
118,i6gat-awreu-2d7ap-b64f4-bbxuj-knkdj-eepfw-daeo2-7nfla-gjpc4-2qe,0,0,0,0,0,0,0
118,i2xkt-axcmk-gql55-sjijt-ukqc6-k4fo4-zhbib-pdogc-nxs3m-o3tac-pqe,0,1,0,0,0,0,0
118,ibord-asvso-swpa5-rur72-4zwys-jzilk-h3t3a-xoyxg-fykpz-jshr4-2ae,0,1,0,0,0,0,0
118,6vgxt-aus6l-gm5ke-liwkf-wknoy-7nvgm-wi6ni-gfzxn-ifgqg-cxmq7-rae,0,0,0,0,0,0,0
118,xbval-aqopr-n62av-5zslw-mtddr-rbmh3-jwd3u-ft4eg-fce5y-c3nmu-xqe,0,1,0,0,0,0,0
118,7sjwl-arxnn-xrp36-jzfgs-3qxrz-pvdcy-dt3ka-sltmk-f6r3j-hsxay-dqe,0,0,0,0,0,0,0
118,waosp-aw3yx-v4lue-5m432-hqu2u-vi2nt-wmvjq-dybuh-o7jdd-qibhf-aqe,0,0,0,0,0,0,0
118,cxfvh-au2eu-l5cyn-fjeqy-666bs-cvhby-wpce5-xew5s-wwlgd-qqbni-aqe,0,0,0,0,0,0,0
118,pwa7x-avojv-px2i2-zezj5-rk7cx-2ag5w-fok5x-5rja7-a6aor-wo32g-5ae,0,0,0,0,0,0,0
118,3gewu-qseor-h6ow4-jxgj3-j373x-wllp4-eizhv-l25y5-idot6-2yzao-3ae,0,0,0,0,0,0,0
118,yjapa-qsrsb-qww3b-d5xds-cowqe-ekqeq-3py62-q666h-qbklm-fxxok-dqe,0,0,0,0,0,0,0
118,lgvli-qxtim-leljw-64np6-pyslk-thzbd-vqlgm-r74dw-mp6bx-6h4sl-3ae,0,1,0,0,0,0,0
118,xnqhu-qqpsi-nymrg-a7ln4-q7sao-ymp37-hroii-wnxzf-5hh63-6ke4p-vqe,0,0,0,0,0,0,0
118,7qflu-qqkf5-muca7-ifoot-zcbdj-6sppt-edaij-wlnhr-yhszo-2fdto-2ae,0,1,0,0,0,0,0
118,bbwvy-qtrfd-wftxx-q25nm-x3bvc-brqqv-q2wlr-lnol5-2cpge-3bsbm-bae,0,0,0,0,0,0,0
118,ff5v4-qv4vn-wqepf-wofmr-pwiah-lz62t-co5jx-bwnes-mmhty-l3b7o-mqe,0,1,0,0,0,0,0
118,2enwc-qrsjw-xmo6p-4vgco-3swy6-2vxy2-u5d2y-uak6n-u2i7c-frxv3-dqe,0,0,0,0,0,0,0
118,jlpys-qvsy5-7q5hp-fw3pb-jcy7x-gb5su-e6eor-qzxcr-7ejez-wavc3-hae,0,0,0,0,0,0,0
118,oz3as-qqxii-i4dpq-dkw7z-7yzrg-4xqvp-fucou-apkew-sgkqn-c62ll-xae,0,0,0,0,0,0,0
118,jh7ks-qvrmr-j5mhi-or4jv-3awza-nbmmg-fimof-mqyrm-lclr2-hnhzx-uqe,0,0,0,0,0,0,0
118,pantc-qtv4m-pyudt-p5iit-5kymi-26o5a-yr6wv-wnqmb-ehyqo-5tadt-gqe,0,0,0,0,0,0,0
118,6oorg-qsvs3-vr3bw-tuxed-kypjz-6bf2l-hbp2p-bp7wx-4ge5f-7hy36-qae,0,0,0,0,0,0,0
118,6oflo-qqypn-yylqn-hcowl-j74zh-e7nn5-ltu55-pnfv3-57tsm-yt2ts-gae,0,0,0,0,0,0,0
118,bd46b-qrhby-rib4r-7pym4-3ztbt-nkmyu-qjepy-4dild-c5rmj-5mm42-tqe,0,0,0,0,0,0,0
118,jnpwb-qs7ij-jzs7a-nvr33-obvql-7o4ea-hjxra-4glqn-rrav6-s2eks-dae,0,0,0,0,0,0,0
118,vnmgj-qvdc3-cjbrk-neizr-j34x2-uag7f-3fppy-4wzfj-6ddh7-sb2rq-4qe,0,0,0,0,0,0,0
118,vdhzj-qts6z-vmzmt-lygua-op6zs-h57by-522ca-pf5og-4kbxa-iibow-7qe,0,0,0,0,0,0,0
118,ud4nr-qujih-bae5m-2iuiy-7rulg-ushdg-dzahb-7tsug-fdnzi-oqile-cqe,0,2,0,0,0,0,0
118,zowjr-quau3-4pw2m-g4k3w-lteem-jtn5r-lrwvu-oj6nw-jie3o-zzcwo-yqe,0,1,0,0,0,0,0
118,mowgf-qt5qx-wwzyi-mztga-qxlwk-s7wsw-axx3b-6njtv-3o4py-73ybo-zqe,0,0,0,0,0,0,0
118,5t7kf-qvat7-a2rzk-xdacb-h3t5b-q7fm4-ofaon-36yup-veoi5-do6lh-yae,0,0,0,0,0,0,0
118,cviin-qvemt-sxcl4-tetkp-e6fzk-af6lo-7m5oz-j7r6i-lgmib-5bhkp-kqe,0,1,0,0,0,0,0
118,6l64v-qqatb-uqas2-gqtlq-qk7vy-ukhev-4eqjk-r2xwk-qgtjd-7kdcp-hqe,0,1,0,0,0,0,0
118,onq45-qrjy6-yunqq-zouzk-gaayw-xaf5n-fodd7-hi4n6-raza5-p4kkj-4qe,0,1,0,0,0,0,0
118,mzodv-qu5xj-w5oqn-uhm6e-nqude-zbcbt-mmqbd-gpjpp-gscqu-qdz7n-pae,0,1,0,0,0,0,0
118,ean35-queke-hfdsb-buliy-jwhyp-kllsw-uk66t-lkatn-3fj33-y6puh-lae,0,1,0,0,0,0,0
118,ollsh-qx7cr-a6e7t-ovgw3-rn2cc-nsipk-uk5gm-7brcf-67kti-okapa-3ae,0,0,0,0,0,0,0
118,4i3o7-qsk6g-l7hka-6ywal-wvnil-cbmi3-kwaxj-vlncd-iqhrj-f2xro-3ae,0,0,0,0,0,0,0
118,gdodp-qvj3b-sbdhc-2iol2-ue77n-i7fuy-usyuw-ptgsd-xp6mu-5fpnd-kqe,0,1,0,0,0,0,0
118,hnlsa-iqwh5-vkft5-pvo4d-sld5q-6mfsp-oj5ik-6niu5-p7mfa-3trds-oae,0,0,0,0,0,0,0
118,cf6mq-irtul-wdvpl-b62s7-no7e3-5l3vp-vomxv-ip2sw-jne5l-6vbr2-oae,0,0,0,0,0,0,0
118,hjfqy-ivxye-pefqn-aizcd-p5nsk-yeqea-znqu7-syqef-j2rgu-2cqjo-tqe,0,0,0,0,0,0,0
118,t5fo4-iwdjq-sur6r-wnnhk-kinzf-fslvn-kd5gh-aqivp-khoxy-mnbv3-jqe,0,1,0,0,0,0,0
118,dau3a-ittbm-5u3si-73j5b-f5qs5-cmf7j-a3jpm-yw2z6-6btuo-n4ukb-fqe,0,0,0,0,0,0,0
118,7oebm-itmk4-4e54z-smnwe-u5gue-mie4h-r5du3-vmw66-w2vnb-cjylo-eqe,0,0,0,0,0,0,0
118,zqomk-irjss-je23x-5udju-plse6-fiibj-hneoe-poipm-ha7bf-siqq4-xae,0,1,0,0,0,0,0
118,gdggo-itosw-gfbel-yd5de-6iq5w-ndksg-cnnbj-kaql4-u2vj4-kg6x4-lae,0,1,0,0,0,0,0
118,mx3e6-ivyqz-tik67-uxymj-hqwl3-75ocd-rz4oe-l4hsm-yz7zd-gj5rd-dae,0,0,0,0,0,0,0
118,kxce6-iscz7-drcyd-kratv-2nixi-rpopa-7dwe4-x2aox-mftkk-w7lgl-zqe,0,1,0,0,0,0,0
118,ne2fo-itg5p-lf3nb-3av5j-nvrho-2zjcd-w5rth-a6cqu-rur6g-6gkge-dqe,0,0,0,0,0,0,0
118,brd3s-iqk5m-2ijsu-4xhzo-bc2tz-54wx3-ophyb-uh7ng-pw272-bkgss-kqe,0,1,0,0,0,0,0
118,ni2fw-iu65y-hxh2y-sddh5-r2i54-3xriv-ajr3f-7n57n-nemvo-omqbu-oae,0,1,0,0,0,0,0
118,6avt2-iqlgj-al3yp-jzqrc-jt5cm-j7tdf-kw6sy-ihyka-5gmth-p4p3s-5qe,0,0,0,0,0,0,0
118,szej6-irclv-k3vam-ejxi6-zorhf-2my5o-7fw4q-sftyv-2frb2-5agbm-aqe,0,0,0,0,0,0,0
118,5sxqr-iv2ti-d4ouq-js3al-ahkwd-v33kq-jnaql-nwryx-25axg-dajho-mae,0,1,0,0,0,0,0
118,eevkr-iw42h-p3ppg-6i52u-yftuc-ycnyg-yekxv-bj7ju-oodxu-vxurw-5ae,0,1,0,0,0,0,0
118,ntgfb-iqiqf-sdhmq-tdhm7-h2csy-rmmth-rhbrp-eq6kg-ygtye-7s5v7-fae,0,0,0,0,0,0,0
